artist_name,track_name,release_date,genre,lyrics
So Below,Hard,2016,classic soul,easy as we watch it fall apart it fades so slow deeper as we re making every mark it s what we know and it s just getting heavy see you carry it round but i can feel it slip as we loose our grip but it goes on repeating seeing everything we re giving up it s just too much and it s too late taking it too far so tell me is it real when you push so hard it s too late taking it too far so tell me how to feel when you push so hard trying to keep our heads from closing in to ease my mind knowing that it sinks under the skin we take our time and it s just getting heavy see you carry it round but i can feel it slip as we loose our grip so cold when you re near me keep it distant til we ve had enough it s just too much and it s too late taking it too far so tell me is it real when you push so hard it s too late taking it too far so tell me how to feel when you push so hard  when you push so when you push so hard when you push so when you push so hard when you push so when you push so hard when you push so when you push so hard
John Lee Hooker,One Bourbon One Scotch,2000,classic soul,one bourbon one scotch and one beer one bourbon one scotch and one beer i said hey mister bartender come here i want another drink and i want it now my girl she gone she been gone two night i ain t seen the girl since night before last wanna get drunk get her off my mind one bourbon one scotch one beer and then i sit there drinkin gettin stoned yeah yeah after a while i looked down the bar at the bartender i said hey whadda ya want one bourbon one scotch one beer well that girl she gone gone two night i haven t seen the girl since night before last i wanna get drunk get her off of my mind one bourbon one scotch one beer and i sat there gettin stoned mellow feelin so good so good i looked down the bar at the bartender i said hey hey whadda ya want one bourbon one scotch one beer well that girl she gone she gone two night i haven t seen the girl since night before last i wanna get drunk get her off of my mind one bourbon one scotch one beer then i sit there drinkin after a while i lose my head i looked on the wall at the clock on the wall by that time it was quarter to two last call for alcohol i looked down the bar at the bartender i said hey whadda ya want one bourbon one scotch and one beer songwriter rudy toombs5
Molly Johnson,Miss Celies Blues,2003,classic soul,quincy jones rod temperton lionel richie mike downes bass colleen allen clarinet andrew craig piano mark mclean drums wood block sister you ve been on my mind oh sister we re two of a kind so sister i m keeping my eyes on you i bet you think i don t know nothing but singing the blues oh sister have i got news for you i m something i hope you think that you re something toooh scuffling i been up that lonesome road and i seen a lot of suns going down oh but trust me now low life s gonna run me around so let me tell you something sister remember you name no twister gonna steal your stuff away my sister we shore ain t got a whole lot of time so shake you shimmy sister cause honey miss molly is feeling fine
Bobby Womack,The Bravest Man In The Universe,2012,classic soul,the bravest man in the universe is the one who has forgiven first i got a story i want to tell gather round me gather round me boys and girls i once was lost but now i m found when i beer up so high i always know how to come down the bravest man in the universe is the one who has forgiven first yeah yeah yeah yeah yeah yeah shame on me shame on you it s up to us what we say and what we do would you stay in the sun would you stay in the sun much too long you try to find a shade a shade that makes you feel at home the bravest man in the universe is the one who can forgive the other one first yeah yeah yeah yeah yeah yeah oh oh oh oh 1
Wilson Pickett,Ohh Poo Pah Doo,2005,classic soul,i wanna tell you about ooh poo pah doo they call me the most ooh poo pah doo they call me the most yeah i won t stop tryin til i create disturbance in your mind now ooh poo pah doo they call me the most oh yeah now they call me the most i won t stop tryin til i create disturbance in your mind ow create disturbance in your mind create disturbance in your mind create disturbance in your mind create disturbance in your mind i won t stop tryin til i create disturbance in your mind oh oh lord have mercy oh soul is happy children hey hey hey hey ow ow ooh pah doo they call me the most oh mama mama mama mama don t you know they call me the most hey i won t stop tryin til i create disturbance in your mind looka here baby here s what i m gonna do ring a few bells in your ear ring a few bells in your ear ring a few bells in your ear ring a few bells in your ear hey i won t stop tryin til i create disturbance in your mind
The Temptations,Law of the Land,1973,classic soul,some people will always have it made some people will live in poverty for the rest of their days time marches on yesterday is dead and gone life is uncertain let me hear you say death is final yes it is there ll be days of sunshine and laughter but don t forget you gonna have to shed some tears oh ho it s the law of the land whether you like it or you ll understand it s the law of the land laws made by almighty man live by the good book if you re able you must play your cards on top of the table when you gamble you either win or lose in life s everybody s got to pay some dues well it s the law of the land whether you ll like it or you ll understand it s the law of the land laws made by almighty man hey it s the law the law of the land whether you ll like it or you ll understand it s the law the law of the land was made by almighty men a peace of mind can t be found until you find yourself think about it you might not like being who you are but you better start liking it cause you sure can t be nobody else in other words i can t be you ain t no way yeah you can t be me well well that s all with you my sisters and brother and that s the way that good lord meant to be hey ho  it s the law of the land whether you like it or you ll understand it s the law of the land laws made by almighty man looka here the course of a man s day is driven by a cup for your own protection your doors you must lock what goes around comes around you know what goes up yeah must come down ah ha it s the law of the land whether you like it or you ll understand it s the law of the land laws made by almighty man it s the law of the land
Izzy Bizu,Fool’s Gold,2013,classic soul,all i found was fools gold i thought i hit the jackpot you had me hypnotised the way you smile the way you shine has caused so much pain falling from the skies my heart blood stain and i rather drown again falling for him baby fools gold that s all you are fools gold that s all you are to me fools gold the way you shine shine shine shined fools gold always talking with a new slave when you get your act together you wake up way too late always lion not a lion but it s eating you up inside this time excuses are how will i bite
Tierney Sutton,Love Me Or Leave Me,1999,classic soul,love me or leave me and let me be lonely you won t believe me but i want you only i d rather be lonely than happy with somebody else you might find the night time the right time for kissing night time is my time for just reminiscing regretting instead of forgetting with somebody else i want no one unless that someone is you i intended to be independently blue i want your love but i don t wanna borrow have it today to give back tomorrow my love is your love there s no love for nobody else love me or leave me i d rather be lonely than happy with somebody else oh love me or leave me my love is your love there s no love for nobody else i want no one unless that someone is you i intended to be independently blue i want your love but i don t wanna borrow have it today to give back tomorrow my love is your love there s no love for nobody else nobody else
Z.Z. Hill,Everybody Knows About My Good Thing,1981,classic soul,i was talking to the postman and he mentioned your name seems like everybody everybody knows about my good thing call the plumber darling there must be a leak in my drain seems like everybody everybody knows about my good thing i was talking to my neighbor about the way you wear your hair they say you must have a lot of children because the milk man is always there call the plumber darling there must be a leak in my drain seems like everybody everybody knows about my good thing i was talking to the butcher he said you always look neat i guess that s why my box is always filled with meat call the plumber darling there must be a leak in my drain it seems like everybody everybody knows about my good thing everybody everybody knows about my good thing call the plumber darling there must be a leak in my drain it seems like everybody everybody knows about my good thing ooh just go leave my good thing alone
NxWorries,Wngs,2013,classic soul,baby get your shit together we hittin the town it s been a long time since we drank all night i wanna see that ass move around baby get your shit together i m talking right now pick out your shoes and your favorite smelling perfume i m on my way home you know exactly what i wanna do go get the liquor leave the kids at your sister s a little while longer longer i m gon get you go with your big ass girl i want you you still a nasty girl if i don t tell you somebody else will i want you i hope you know it still baby get your shit together we hittin the town it s been a long time since we danced all night i wanna see that ass move around baby get your shit together i m talking right now it s been a long time long time1
Vaults,Harricane,2016,classic soul,youre holding on just to feel something that hurts youre loveless and the blood that drains from your fingers to the ground leaves you heartless and i feel like were letting go as my white flag hits the ground and everyone feels the same picked up and thrown by a hurricane and i feel like were letting go as my white flag hits the ground and everyone feels the same picked up and thrown by a hurricane the final word you spoke was to the floor youre loveless you wanted more you knew deep down inside youre just heartless and i feel like were letting go as my white flag hits the ground and everyone feels the same picked up and thrown by a hurricane and i feel like were letting go as my white flag hits the ground and everyone feels the same picked up and thrown by a hurricane why don t you wanna try again and get through it s getting harder and harder to be someone the more you try and face the less you are blown apart by the weight of it  and i feel like were letting go as my white flag hits the sky and everyone feels the same picked up and thrown by a hurricane and i feel like were letting go as my white flag hits the ground and everyone feels the same picked up and thrown by a hurricane i feel like we re letting go as my white flag hits the ground and everyone feels the same picked up and thrown by a hurricane1
Al Green,Full of Fire,2015,classic soul,i m full of fire you re my one desire babe i m full of fire you can make me cry i can dance to the music i can sing all night long i can play with the band until you hear my song cause i m full of fire to see the party light hey i m full of fire think they re red and white i can dance with the fire burnin burnin love i can stay until the party is all over hey i m full of fire and i m over twenty one hey i m full of fire and my life has just begun ooh ooh i can dance to the music girl i can understand that there must be in life a power that is holding my hand dance dance dance oh i understand young lady young man i say i understand  hey i m full of fire and i m over twenty one hey i m full of fire and my life has just begun ooh ooh i can dance to the music i i can under understand that there must be in life a power that is holding my hand hey dance dance dance oh i understand young lady young man i say i understand i can dance dance dance dance dance hey hey i understand stand understand understand hey hey there s some things i may not know but i want the horns to blow hey hey there s some things i may not know but i want the horns to blow hey hey and i can dance dance dance dance dance hey hey i understand stand understand understand hey hey there s some things i may not know but i want the horns to blow hey hey there s some things i may not know but i want the horns to blow hey hey and i can dance let me say that i can dance hey i m full of fire my heart s desire hey hey i m full of fire
Babyface,And Our Feelings,2017,classic soul,we fell in love and who could blame us the word was we were just beside ourselves and everybody said it wouldn t last now they wonder why we didn t last we fell in love it seemed so righteous couldn t compare our love to no one else and everybody thought we could not win it s no wonder love came to an end and our feelings just aren t feelings anymore they re just words that come from whispers from people we don t know and our feelings yeah just aren t feelings anymore they re just words without emotion from people who don t know who don t know we fell apart the bond was broken should ve kept our thoughts between ourselves and though they say they cared they didn t help makes me wonder should we blame ourselves so here we are brokenhearted what in the world have we done to ourselves when everybody says to let it end baby well it makes me wonder we can t let them win and our feelings just aren t feelings anymore they re just words that come from whispers from people we don t know don t you know that our feelings just aren t feelings anymore they re just words without emotion from people who don t know  if we d only just try we could make it by and maybe in time we could make it right if we only had done what we should ve done we d both be here still making love i wanna know that that we can go back back to a time when the loving was all that when no one could come between our love and our feelings just aren t feelings anymore they re just words that come from whispers from people we don t know and our feelings just aren t feelings anymore they re just words without emotion from people who don t know and our feelings just aren t feelings anymore they re just words that come from whispers from people we don t know and our feelings just aren t feelings anymore they re just words without emotion from people who don t know
Sly & The Family Stone,Shine It On,2008,classic soul,boo boo boo boo boo when you want to shine it on they may not like the way you walk they may not listen when you talk but truthful toothless will understand if what you re doin if what you re doin is all you can shine it on shine it on shine it on shine it on shine it on shine it on ya ya ya ya when you want to sometimes the pressure could feel like tons but keep on stickin stickin to your guns when you re tryin to do your best don t you worry worry worry about the mess shine it on shine it on shine it on shine it on shine it on shine it on ya ya ya ya when you want to we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on  one ounce of love is all they need and a pound of care you give indeed but when they notice only one gram you can assume they don t give a damn shine it on shine it on shine it on shine it on shine it on shine it on ya ya ya ya when you want to we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on sometimes the pressure could feel like tons but keep on stickin to your guns when you re tryin when you re tryin to do your best don t you worry about the mess shine it on shine it on shine it on shine it on shine it on shine it on shine it on ya ya ya ya when you want to we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on we want to we ve got to we want to shine it on
Mint Condition,Slo Women,1998,classic soul,i m send her here and slo cook like a hot man in the winter and our micro way than half way could that this enter girl i met you at the right time so i figure you re the one so many say the quicker but better but i was re up and i m getting to know what lover woman believe cause i think they f ck that i thought it was that body then i want slo woman i like what you do with that love of your emotion slo woman i like what you do with that the way you clarify slo woman i like with that such a rarity slo woman would you stay in my life the reasons that i love you cause you ve been through all the seasons and for me anything that s right now would be treason yes cause my soul feel betrayed so much healin oh when the instinct is when everybody wants everything including friends but real friendships take some time and that s where you win girl you re so good and you re so bad and you know how to work it so healing so slo woman i like what you do with that love of your emotion slo woman i like what you do with that the way you clarify slo woman i like with that such a rarity slo woman would you stay in my life before i try the way i like it slo of the fastin lane i like it slo i still end up late i like it slo and i still felt the pain i like it slo so i begin to wait i like it slo and you weren t my fate i like it slo you sent the pace i like it slo just the way i like it girl slo woman  slo woman i like what you do with that if you know what i mean somebody help me say slo woman i like what you do with that they ve been coming to grind somebody help me say slo woman i like what you do with that if you re feeling me good somebody say stay in my life slo woman i like what you with that slo woman i like what you do with that slo woman i like what you do with that i like what you do with that i like what you do with that
Sister Sledge,Got to Love Somebody,1964,classic soul,i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon tired of movies all by myself i m sure you folks know what i mean my time has come and i need someone to share my popcorn and jelly beans looked in the mirror it all got clearer i won t let my life pass me by stop feeling sorry for myself fish are biting i ll throw out my line i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon must be careful and watch my step i hope the shock is very mild i ll change my hair and change my style watch out i might just go wild i got to get out and live and show the world how much i can give i m gonna do it all by myself i ll make a love you can put on a shelf i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon  i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon woo i ve got to love you today baby uh i m gonna love you hey hey hey hey hey oh ho eh hey i ve got to love you today i ve got to find somebody to love there s got to be somebody for me hey hey i ve got to love somebody today hey hey hey uh i got to love baby i m gonna love oh i ve got to find him today hey oh somebody today i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon i ve got to love somebody today i ve got to love somebody i ve got to love somebody today i ve got to love somebody soon 
Diana Ross,I'm Coming Out,2002,classic soul,i m coming out i m coming i m coming out i m coming out i m coming out i m coming out i m coming out i want the world to know got to let it show i m coming out i want the world to know i got to let it show there s a new me coming out and i just had to live and i wanna give i m completely positive i think this time around i am gonna do it like you never knew it ooh i ll make it through the time has come for me to break out of the shell i have to shout that i m coming out i m coming out i want the world to know i got to let it show i m coming out i want the world to know i got to let it show i m coming out i want the world to know got to let it show i m coming out i want the world to know i got to let it show i ve got to show the world all that i wanna be and all my abilities there s so much more to me somehow i have to make them just understand i got it well in hand and oh how i ve planned i m spreadin love there s no need to fear and i just feel so good every time i hear i m coming out i want the world to know i got to let it show i m coming out i want the world to know i got to let it show i m coming out i want the world to know i got to let it show i m coming out i want the world to know i got to let it show i m coming out i want the world to know i got to let it show i m coming out i want the world to know i got to let it show i m coming out i want the world to know i got to let it show i m coming out i want the world to know i got to let it show i m coming out i want the world to know i got to let it show i m coming out i want the world to know i got to let it show i m i m coming out i have to show that i m coming out i want the world to know i got to let it show i m coming i m coming out
B.B. King,Walking Dr. Bill,1981,classic soul,well my head s in misery my heart s in a sling i m a walking doctor bill people my whole life is full of pain yes i need my baby people i ain t signifyin well you know if i don t hurry up and find her i believe i m gonna lose my mind well i walked my bedroom floor hung down my head and cried i didn t exactly have the blues i just want satisfied yes i need my baby people i ain t signifyin well you know if i don t hurry up and find her i believe i m gonna lose my mind well i can t sleep sound at night i just cat nap through the day i can t hold out much lounger people livin this a way yeah yes i need my baby people i ain t signifyin well you know if i don t hurry up and find her i believe i m gonna lose my mind i m gonna leave here walkin buddy with my clothes in my hand i got to find my big legged woman before she gets her another man yes yes i need my baby people i ain t signifyin well you know if i don t hurry up and find her i believe i m gonna lose my mind she s a fine lookin woman her shape is a dream she s the lovin est female people i ve ever seen yes yes i need my baby people i ain t signifyin well you know if i don t hurry up and find her i believe i m gonna lose my mind
Marsha Ambrosius,Stronger,1980,classic soul,i wont pretend that i intend to stop living i wont pretend im good at forgiving but i cant hate you although i have tried i i like every other hour when i think about you so now and then i drink about you trying to numb the pain with juice and gin its like abuse whats the use of the bumps and bruises if we moving towards a losing end if im losing you then i refuse to win went from friendship with benefits you losing your innocence i can help you reminisce we in madrid on some double oh seven shit we off the grid parting moments of pleasure we never thought wed ever suffer the consequences the problem is theres a problem trying to kick this addiction we probably can t resolve it without causing some friction this is non fiction the definition of a true story im like fuck pride baby thats the kind of shit you do for me suicide it s a suicide i m ready to die you down to ride or what i wont pretend that i intend to stop living i wont pretend that im good at forgiving but i cant hate you although i have tried  i still really really love you my love is stronger than pride i still really really love you sitting here wasting my time would be like waiting here for the sun to rise its all too clear things come and go sitting here waiting for you would be like waiting for winter its gonna be cold there may even be snow i still really really love you love is stronger than pride i still really really love you love is stronger i still really love love is stronger than pride my love my love stronger than pride hey in love in love in love oh no no my love my love my love5
Irma Thomas,I Need Your Love,2015,classic soul,i need someone s hand to lead me through the night i need someone s arms to hold and squeeze me tight when the night begins and until it end i need your love so bad i need some lips to feel next to mine i need someone to stand up and tell me tell me when i m lying and when the lights are low and it s time to go i need your love so bad so give it up give it up bring it on home to me write it write it on a piece of paper so it can be read to me just tell me you love me stop driving me mad because i i need your love so bad i need a soft voice to talk to me at night don t worry baby we won t fuss and fight listen listen to my plea bring it on home to me i need your love so bad oh i need need your love i need it so bad yeah i need got to have your love so bad i need honey i need your love so bad i need
Ella Fitzgerald,Cry Me a River,1999,classic soul,now you say you re lonely you cry the whole night through well you can cry me a river cry me a river i cried a river over you now you say you re sorry for being so untrue well you can cry me a river cry me a river i cried a river over you you drove me nearly drove me out of my head while you never shed a tear remember i remember all that you said told me love was too plebeian told me you were through with me and now you say you love me well just prove you do come on and cry me a river cry cry me a river cause i cried a river over you come on and cry me a river cry cry cry me a river i cried a river over you
James Brown,I Got You,2016,classic soul,i feel good like i knew that i would i feel good like i knew that i would so good so good that i found you i feel nice like sugar and spice i feel nice like sugar and spice so nice so nice that i found you when i hold you in my arms i know i lose all of your charm when i hold you in my arms my love won t do me no harm i feel good like i knew that i would i feel good like i knew that i would so good so good that i found you when i hold you in my arms i know i lose all of your charm when i hold you in my arms my love won t do me no harm i feel good like i knew that i would i feel good like i knew that i would so good so good that i found you i found you uh huh huh i feel good like i knew that i would
Sam Cooke,THAT'S ALL I NEED TO KNOW,2015,classic soul,darling i promise from this day forward to go wherever you go if you only tell me that you love me that s all i need to know you don t have to tell me bout your past life about things you ve done before oh my darling just say you love me that s all i need to know i ll be your slave your every crave and wish is my command but when i m blue and lonely too be there to hold my hand you don t have to tell me where you came from all i know is i love you so just say you love me that s all i need to know you don t have to tell me where you came from all i know is i love you so just say you love me that s all i need to know why don t you say you love me that s all i need to know
Kari Faux,Facetious,1968,classic soul,sound of phone vibrating why are you calling i don t mean to be facetious cause i see that you ve been trying to reach me saw your call was urgent but i missed that shit on purpose cause i don t wanna deal right now i don t wanna talk it out i don t wanna deal right now i don t wanna talk it out i don t wanna deal right now i don t wanna talk it out i don t wanna deal right now i don t wanna talk it out just please stop calling me cause you been having yo fun runnin round town with a girl that can t even keep her hair done tonight is therapy i ll dance away my problems might even find a cutie might even just fuck someone but right now babe i m on the dance floor feeling vibrant you thought i would sit at home waiting for you crying thought you was a leo cause i swear that you stay lying let s go our separate ways and let bygones be bygones i don t mean to be facetious cause i see that you ve been trying to reach me saw your call was urgent but i missed that shit on purpose cause i don t wanna deal right now i don t wanna talk it out i don t wanna deal right now i don t wanna talk it out i don t wanna deal right now i don t wanna talk it out i don t wanna deal right now i don t wanna talk it out 
Pablo Nouvelle,Ice,1969,classic soul,got a feeling like winter got me feeling so cold got me reaching for my jacket shelter me from the storm what happen to the summer days just a haze we were so gonna fray got me feeling like winter can you melt me like ice ice ice ice on a hot summer day but knock on my ice ice ice ice dont run away ice ice ice ice ice ice ice ice dont run away got a feelin like got a feelin like winter got a feelin like got me feeling so cold can you melt me like ice ice ice ice on a hot summer day but knock on my ice ice ice ice dont run away ice ice ice ice ice ice ice ice dont run away can you melt me like ice ice ice ice ice ice ice ice ice ice ice ice dont run away
Joe Goddard,Electric Lines,2016,classic soul,everyone s updating their hardware plugging in their new gear upgrading to all new components replacing the things from last year every time i hear something special its replacement is something i fear it s only a working in progress only a stopgap idea the tools that we used to create them they re no longer welcome round here everyone s re routing their cables creating paths that are crystal clear well i like the sound of you dreaming i like how it sounds in my ear and i like the sound of adventure the wind chimes in the air in this world you ve created there are sounds i ll always hold dear i d like things to be permanent but that s not always possible i fear bring me something back when you go bring me something back when you go bring me something back i don t know bring me something back when you go everyone s deleting their plugins their path must remain crystal clear everyone s sick of their soft synths like they re sick of cold lager beer i don t know a real ale from a fake one i don t know which is more sincere the music we re making or the music we hear make your own kind of problems make something out of your fears make your own music let it bring you to tears bring me something back when you go bring me something back when you go bring me something back i don t know bring me something back when you go 1
Sade,In Another Time,2016,classic soul,you d be surprised girl soon they ll mean nothing to you they ll fall into their brew and take down some of the boys with them too there s nothing nothing that you have to do in another time girl your tears won t leave a trace in another time girl in another place you ve been down girl their whispers are hailstones in your face you re so tired of waiting for something to change they don t know what to do with something so good that you wouldn t hurt them you wouldn t hurt them if you could one of these days they re gonna fall into their brew and they ll know exactly what they did to you darling i just want you to know your tears won t leave a trace in another time girl in another time girl in another place darling i just want you to know your tears won t leave a trace in another time girl in another time girl in another time girl
Laura Mvula,"Father, Father",1999,classic soul,father father let me love you saw you wandering in my dream last night singing wonder wonder what you might do you can t simply hide our dream in the blue don t try to fight don t let me go you ve gone too far from what i know i lost my heart in the dark with you father father why you let me go father please don t let me go brother brother let me love you whisper all your deepest fears you can trust me and when it s over we can begin finally to make amends try to save us let me love you 1
Molly Johnson,Must Have Left My Heart,2002,classic soul,marc jordan steve mackinnon mike downes bass colleen allen alto sax andrew craig piano mark mclean drums tonight was black and blue this overcoat won t do it s falling all apart when i left you i must have left my heart the walls are tumbling my feet are stumbling i m all alone in the dark when i left you i must have left my heart must i always be lonely with my dreams at your doorway just one more empty dog day afternoon shall i run to your door and stay forever more i don t know where to start when i left you i must have left my heart
Eleanor Rigby,The Beatles ,1968,classic soul,eleanor rigby picks up the rice in the church where a wedding has been lives in a dream waits at the window wearing the face that she keeps in a jar by the door who is it for all the lonely people where do they all come from yeah all the lonely people where do they all belong i look at all those lonely people i look at all those lonely people now father mckenzie writing the words of a sermon that no one will hear no one comes near look at him working donning his socks in the night when there s nobody there what does he care i heard him say all the lonely people where do they all come from he turned to me and he said all the lonely people yeah where do they all belong now i look at all the lonely people yeah i look at all the lonely people oh eleanor rigby died in the church and was buried along with her name nobody came and father mckenzie wiping the dirt from his hands as he walked from the grave no one was saved  and he said all the lonely people where do they all come from the man looked at me and he said all the lonely people where do they all belong i look at all the lonely people i look at all the lonely people oh all the lonely people where do they all come from i want somebody to tell me all the lonely people where do they all belong 
Anthony Hamilton,Save Me,2015,classic soul,there you were lookin fine it s hard not to get at you took my time said hello goodnight can i share this evening with you with your mile long legs and your mighty backside it didn t hurt when you smiled my way i just wanna be born again baby you give me life save me if you will oh darling you give me life take my chances tonight oh baby you give me life save me if you will oh darling you give me life here we are at the end of the night i just want a moment with you share my time invite you to my life i wanna learn all about you oh time s all ours and i like your smile baby i m ready i just wanna be born again baby you give me life save me if you will oh darling you give me life take my chances tonight oh baby you give me life save me if you will oh darling you give me life get yo could go faster everybody look what the i wanna take our chances tonight get yo could go faster everybody look what the i wanna take you down tonight i wanna take you down tonight are you ready to go down tonight i just wanna be born again baby you give me life save me if you will oh darling you give me life take my chances tonight oh baby you give me life save me if you will oh darling you give me life save me get yo could go faster everybody look what the i wanna take our chances tonight 
Sam Cooke,Twistin' the Night Away,1994,classic soul,let me tell you about a place somewhere up a new york way where the people are so gay twisting the night away here they have a lot of fun putting trouble on the run man you find the old and young twisting the night away they re twistin twistin everybody s feeling great they re twistin twistin they re twistin the night away here s a man in evening clothes how he got here i don t know but man you oughta see him go twisting the night away he s dancing with a chick in slacks she s moving up and back oh man there ain t nothing like twisting the night away they re twistin twistin everybody s feeling great they re twistin twistin they re twistin the night let s twist a while lean up lean back lean up lean back watusi now fly now twist they re twistin the night away  here s a fella in blue jeans dancing with an older queen who s dolled up in her diamond rings and twisting the night away man you oughta see her go twisting to the rock and roll here you find the young and old twisting the night away they re twistin twistin man everybody s feeling great they re twistin twistin they re twistin the night one more time lean up lean back lean up lean back watusi now fly now twist1
Tamia,Never Gonna Let You Go,1996,classic soul,ooh oh yeah i don t even know the reason why you tell me that you it s time to say goodbye you can t even look me in my eye did i do something wrong if you tell me that the love is gone i ll move over and i ll let you move on but i know that the love is still strong so i keep holding on chorus so i m never gonna let you go even though it s breaking my heart all trying to do is let you know we can make a new start so i m never gonna let you go even though it s tearing me apart all i m trying to do is let you know we can make a new start i remember back when we first met the kind of love that you never forget making love till we were soaking wet and you re still on my mind oh after all things that we ve been through you gotta give me time to talk to you that s the very least that you can do we can work it out with time we can start all over again whatever it gets i ll make it right whatever you need i will provide i really want you in my life we can make a new start whatever i will be there the love that i give none can compare all that we have all that we share we can make a new start i m gonna hold on said i m gonna be strong
Marvin Gaye,Let’s Get It On,1996,classic soul,let s get it on i ve been really tryin baby tryin to hold back these feeling for so long and if you feel like i feel baby then come on oh come on woo let s get it on ah baby lets get it on let s love baby let s get it on sugar let s get it on woo hoo ooh we re all sensitive people with so much to give understand me sugar since we gotta be here let s live i love you there s nothin wrong with me lovin you baby no no no and givin yourself to me can never be wrong if the love is true oh baby woo ooh don t you know how sweet and wonderful life can be ooh hoo i m askin you darlin to get it on with me ooh ooh i ain t gonna worry i ain t gonna push i won t push you baby ooh come on come on come on come on darlin stop beatin round the bush oh let s get it on ooh ooh let s get it on you know what i m talkin bout come on baby hey let your love come out if you believe in love let s get it on ooh let s get it on baby this minute ah yeah let s get it on please please get it on ah  i know you know what i ve been dreamin of don t you baby my body whole body makes that feelin of love oh help me woo i ain t gonna worry no i ain t gonna push i won t push you baby woo come on come on come on come on darlin stop beatin round the bush hey wanna get it on threatenin you baby i wanna get it on you don t have to worry that it s wrong if the spirit moves you let me groove you good let your love come down come on baby do you know the meaning of being sanctified hey hey girl you give me good feeling so good somethin like sanctified oh do right baby let s get it on let s get it on let s get it on baby let s get it on woo get it on every day and night i wanna get it on alright get it on woo thank you ladies and gentlemen
Janet Jackson,Morning,1996,classic soul,we had the kind of night where morning comes too soon we used the light from a flickering candle across the room to make the kind of shadows that only one thing could make love1
Janet Jackson,The Knowledge,2017,classic soul,count one two three four one two one two one two one two one two three four insight to what s goin on information keeps us strong what you don t know can hurt you bad take it from me you ll be walkin around sad cryin for a better day until you educate for a better way so if you wanna be in control ya gotta get yourself in the know get the knowledge that you really want the knowledge do you really want it s the knowledge what you really want the knowledge that you really want spreading vice don t believe the hype you don t find the knowledge in a pipe too many lives go up in smoke it s nice to laugh but don t be the joke to get over get better i try to be the possessor of the one thing we all need in life to succeed take my advice get the knowledge that you really want the knowledge do you really want it s the knowledge what you really want the knowledge that you really want  one two three four prejudice no ignorance no bigotry no illiteracy no count one two three four one two three four one two one two one two one two one two one two knowledge one two one two knowledge listen it s up to everyone if we re gonna change the way the world is run the way to start is to rid the children of prejudice and ignorance we ve gotta teach our kids to read and write that s the only way to win the fight for life education is the goal so if you wanna be in the know knowledge one two one two it s the one thing we all need in life one two one two it s the knowledge knowledge that you really want you really need the knowledge do you really want it s the knowledge what you really want knowledge that you really want one two1
Janet Jackson,PLEDGE,2016,classic soul,we are a nation with no geographic boundaries bound together through our beliefs we are like minded individuals sharing a common vision pushing toward a world rid of color lines music poetry dance unity music poetry dance unity five four three two one 
